GeneName	Biosystems	CGDB	GWAS	GO	McMahon	Confidence
PIGX	NaN	True	NaN	NaN	NaN	Low
PIK3IP1	NaN	True	NaN	NaN	NaN	Low
PILRA	NaN	True	NaN	NaN	NaN	Low
PIN1	NaN	NaN	True	NaN	NaN	Low
PITPNA	NaN	True	NaN	NaN	NaN	Low
PITPNC1	NaN	NaN	True	NaN	NaN	Low
PIWIL2	NaN	NaN	NaN	True	NaN	Low
PIWIL3	NaN	NaN	True	NaN	NaN	Low
PJA1	NaN	True	NaN	NaN	NaN	Low
PKM	NaN	NaN	True	NaN	NaN	Low
PKMP1	NaN	NaN	True	NaN	NaN	Low
PKNOX2	NaN	NaN	True	NaN	NaN	Low
PLAG1	NaN	True	NaN	NaN	NaN	Low
PLAGL1	NaN	True	NaN	NaN	NaN	Low
PLAUR	NaN	True	NaN	NaN	NaN	Low
PLCB2	NaN	True	NaN	NaN	NaN	Low
PLCB4	NaN	NaN	True	NaN	NaN	Low
PLCL1	NaN	NaN	True	NaN	NaN	Low
PLD2	NaN	NaN	True	NaN	NaN	Low
PLD4	NaN	True	NaN	NaN	NaN	Low
PLD6	NaN	True	NaN	NaN	NaN	Low
PLEK	NaN	True	NaN	NaN	NaN	Low
PLEKHB1	NaN	True	NaN	NaN	NaN	Low
PLEKHG3	NaN	True	NaN	NaN	NaN	Low
PLIN5	NaN	True	NaN	NaN	NaN	Low
PLLP	NaN	NaN	True	NaN	NaN	Low
PLOD1	NaN	True	NaN	NaN	NaN	Low
PLPPR5	NaN	NaN	True	NaN	NaN	Low
PLSCR1	NaN	True	NaN	NaN	NaN	Low
PLXDC2	NaN	True	NaN	NaN	NaN	Low
PLXNA4	NaN	NaN	True	NaN	NaN	Low
PMEPA1	NaN	True	NaN	NaN	NaN	Low
PMFBP1	NaN	NaN	True	NaN	NaN	Low
PML	True	NaN	NaN	True	NaN	Medium
PMPCA	NaN	NaN	True	NaN	NaN	Low
PMS2	NaN	True	NaN	NaN	NaN	Low
PNMA8A	NaN	NaN	True	NaN	NaN	Low
PNMA8C	NaN	NaN	True	NaN	NaN	Low
PNPLA6	NaN	True	NaN	NaN	NaN	Low
PNPT1	NaN	True	NaN	NaN	NaN	Low
PNRC1	NaN	NaN	True	NaN	NaN	Low
POLG2	NaN	True	NaN	NaN	NaN	Low
POLR1E	NaN	True	NaN	NaN	NaN	Low
POLR2J	NaN	NaN	True	NaN	NaN	Low
POLR2J3	NaN	NaN	True	NaN	NaN	Low
POLR2K	NaN	True	NaN	NaN	NaN	Low
POLR3KP1	NaN	NaN	True	NaN	NaN	Low
POP5	NaN	NaN	True	NaN	NaN	Low
POU2AF1	NaN	True	NaN	NaN	NaN	Low
POU2F2	NaN	NaN	True	NaN	NaN	Low
PPA2	NaN	True	NaN	NaN	NaN	Low
PPARA	True	NaN	NaN	True	NaN	Medium
PPARG	True	NaN	NaN	True	NaN	Medium
PPARGC1A	True	NaN	NaN	True	NaN	Medium
PPARGC1B	NaN	True	NaN	NaN	NaN	Low
PPIG	NaN	True	NaN	NaN	NaN	Low
PPIL1	NaN	True	NaN	NaN	NaN	Low
PPIL4	NaN	True	NaN	NaN	NaN	Low
PPM1F	NaN	True	NaN	NaN	NaN	Low
PPM1K	NaN	True	NaN	NaN	NaN	Low
PPM1L	NaN	NaN	True	NaN	NaN	Low
PPP1CA	True	NaN	NaN	True	NaN	Medium
PPP1CB	True	NaN	NaN	True	NaN	Medium
PPP1CC	True	NaN	NaN	True	NaN	Medium
PPP1R12B	NaN	True	NaN	NaN	NaN	Low
PPP1R15A	NaN	True	NaN	NaN	NaN	Low
PPP1R2	NaN	True	NaN	NaN	NaN	Low
PPP1R3B	NaN	True	NaN	NaN	NaN	Low
PPP2R2B	NaN	NaN	True	NaN	NaN	Low
PPP2R2D	NaN	NaN	True	NaN	NaN	Low
PPP2R3A	NaN	NaN	True	NaN	NaN	Low
PPP2R5A	NaN	True	NaN	NaN	NaN	Low
PPP2R5B	NaN	True	NaN	NaN	NaN	Low
PPP3CA	NaN	NaN	True	NaN	NaN	Low
PPP4R1	NaN	True	NaN	NaN	NaN	Low
PPP5D1	NaN	NaN	True	NaN	NaN	Low
PPT2	NaN	True	NaN	NaN	NaN	Low
PQLC1	NaN	True	NaN	NaN	NaN	Low
PRAG1	NaN	NaN	True	NaN	NaN	Low
PRC1	NaN	NaN	True	NaN	NaN	Low
PREPL	NaN	True	True	NaN	NaN	Medium
PRF1	True	True	NaN	NaN	NaN	Medium
PRIMA1	NaN	NaN	True	NaN	NaN	Low
PRKAA1	True	NaN	NaN	True	NaN	Medium
PRKAA2	True	NaN	NaN	True	NaN	Medium
PRKAG1	NaN	True	NaN	NaN	NaN	Low
PRKAR1A	NaN	True	NaN	NaN	NaN	Low
PRKCA	NaN	True	NaN	NaN	NaN	Low
PRKCB	NaN	NaN	True	NaN	NaN	Low
PRKCD	NaN	NaN	True	NaN	NaN	Low
PRKCG	True	NaN	NaN	True	NaN	Medium
PRKDC	True	NaN	NaN	True	NaN	Medium
PRKG2	True	NaN	True	NaN	NaN	Medium
PRKRIP1	NaN	NaN	True	NaN	NaN	Low
PRLR	NaN	NaN	True	NaN	NaN	Low
PRMT5	True	NaN	NaN	True	NaN	Medium
PROK1	True	NaN	NaN	True	NaN	Medium
PROK2	True	True	NaN	True	NaN	High
PROKR2	True	NaN	NaN	True	NaN	Medium
PROX1	True	NaN	NaN	True	NaN	Medium
PRPF3	NaN	NaN	True	NaN	NaN	Low
PRPF4B	NaN	NaN	True	NaN	NaN	Low
PRPS2	NaN	True	NaN	NaN	NaN	Low
PRR13	NaN	True	NaN	NaN	NaN	Low
PRR4	NaN	True	NaN	NaN	NaN	Low
PRR7	NaN	NaN	True	NaN	NaN	Low
PRR7-AS1	NaN	NaN	True	NaN	NaN	Low
PRRG4	NaN	True	NaN	NaN	NaN	Low
PSAT1	NaN	True	NaN	NaN	NaN	Low
PSD4	NaN	True	NaN	NaN	NaN	Low
PSMA3	NaN	True	NaN	NaN	NaN	Low
PSMC1P5	NaN	NaN	True	NaN	NaN	Low
PSMC2	NaN	NaN	True	NaN	NaN	Low
PSMD3	NaN	NaN	True	NaN	NaN	Low
PSMD8	NaN	True	NaN	NaN	NaN	Low
PSPC1	True	NaN	NaN	True	NaN	Medium
PSTPIP2	NaN	True	NaN	NaN	NaN	Low
PTEN	True	NaN	NaN	True	NaN	Medium
PTGDS	True	NaN	NaN	True	NaN	Medium
PTGS2	NaN	True	NaN	NaN	NaN	Low
PTMA	NaN	True	NaN	NaN	NaN	Low
PTP4A2	NaN	True	NaN	NaN	NaN	Low
PTPRD	NaN	NaN	True	NaN	NaN	Low
PTPRG	NaN	NaN	True	NaN	NaN	Low
PTPRJ	NaN	True	True	NaN	NaN	Medium
PTPRM	NaN	True	True	NaN	NaN	Medium
PUM1	NaN	NaN	True	NaN	NaN	Low
PYCR1	NaN	True	NaN	NaN	NaN	Low
PYGL	NaN	True	NaN	NaN	NaN	Low
PYGM	NaN	True	NaN	NaN	NaN	Low
QARS1	NaN	NaN	True	NaN	NaN	Low
QKI	NaN	True	NaN	NaN	NaN	Low
QPCT	NaN	True	NaN	NaN	NaN	Low
R3HDM1	NaN	NaN	True	NaN	NaN	Low
R3HDM2	NaN	NaN	True	NaN	NaN	Low
RAB11FIP1	NaN	True	NaN	NaN	NaN	Low
RAB11FIP2	NaN	True	NaN	NaN	NaN	Low
RAB19	NaN	True	NaN	NaN	NaN	Low
RAB20	NaN	True	NaN	NaN	NaN	Low
RAB24	NaN	True	NaN	NaN	NaN	Low
RAB3C	NaN	True	NaN	NaN	NaN	Low
RAB3D	NaN	True	NaN	NaN	NaN	Low
RAB5C	NaN	True	NaN	NaN	NaN	Low
RABGAP1L	NaN	True	True	NaN	NaN	Medium
RABL2B	NaN	True	NaN	NaN	NaN	Low
RABL3	NaN	True	NaN	NaN	NaN	Low
RAC3	NaN	True	NaN	NaN	NaN	Low
RAD18	NaN	NaN	True	NaN	NaN	Low
RAI1	True	NaN	NaN	True	NaN	Medium
RALA	NaN	True	NaN	NaN	NaN	Low
RALB	NaN	True	NaN	NaN	NaN	Low
RALBP1	NaN	True	NaN	NaN	NaN	Low
RALGAPA1	NaN	True	NaN	NaN	NaN	Low
RALGAPA2	NaN	True	NaN	NaN	NaN	Low
RAMP1	NaN	True	NaN	NaN	NaN	Low
RAPGEF5	NaN	NaN	True	NaN	NaN	Low
RAPGEF6	NaN	True	NaN	NaN	NaN	Low
RARA	NaN	True	NaN	NaN	NaN	Low
RARS	NaN	True	NaN	NaN	NaN	Low
RASA1	NaN	NaN	True	NaN	NaN	Low
RASA4B	NaN	NaN	True	NaN	NaN	Low
RASD1	NaN	NaN	True	NaN	NaN	Low
RASEF	NaN	NaN	True	NaN	NaN	Low
RASGEF1B	NaN	NaN	True	NaN	NaN	Low
RASGRP1	NaN	True	NaN	NaN	NaN	Low
RASGRP3	NaN	True	NaN	NaN	NaN	Low
RBBP6	NaN	NaN	True	NaN	NaN	Low
RBFOX1	NaN	NaN	True	NaN	NaN	Low
RBM17	NaN	True	NaN	NaN	NaN	Low
RBM19	NaN	True	True	NaN	NaN	Medium
RBM4	True	True	NaN	True	NaN	High
RBM43	NaN	True	NaN	NaN	NaN	Low
RBM45	NaN	True	NaN	NaN	NaN	Low
RBM4B	True	NaN	NaN	True	NaN	Medium
RBM5	NaN	NaN	True	NaN	NaN	Low
RBM6	NaN	NaN	True	NaN	NaN	Low
RCAN3	NaN	True	NaN	NaN	NaN	Low
RCCD1	NaN	NaN	True	NaN	NaN	Low
RCL1	NaN	True	NaN	NaN	NaN	Low
RCN3	NaN	True	NaN	NaN	NaN	Low
REEP1	NaN	NaN	True	NaN	NaN	Low
RELB	True	NaN	NaN	True	NaN	Medium
RELN	NaN	NaN	True	NaN	NaN	Low
RELT	NaN	True	NaN	NaN	NaN	Low
REPS1	NaN	True	NaN	NaN	NaN	Low
REPS2	NaN	True	NaN	NaN	NaN	Low
RERE	NaN	True	True	NaN	NaN	Medium
RFFL	NaN	True	NaN	NaN	NaN	Low
RFTN2	NaN	NaN	True	NaN	NaN	Low
RFX2	NaN	True	NaN	NaN	NaN	Low
RFX4	NaN	NaN	True	NaN	NaN	Low
RGL1	NaN	NaN	True	NaN	NaN	Low
RGL3	NaN	True	NaN	NaN	NaN	Low
RGMB	NaN	True	NaN	NaN	NaN	Low
RGPD8	NaN	True	NaN	NaN	NaN	Low
RGS14	NaN	True	NaN	NaN	NaN	Low
RGS16	NaN	NaN	True	NaN	NaN	Low
RGS17	NaN	NaN	True	NaN	NaN	Low
RGS7	NaN	NaN	True	NaN	NaN	Low
RGS7BP	NaN	NaN	True	NaN	NaN	Low
RGSL1	NaN	NaN	True	NaN	NaN	Low
RHBDL3	NaN	NaN	True	NaN	NaN	Low
RHCG	NaN	True	NaN	NaN	NaN	Low
RHO	NaN	NaN	NaN	NaN	True	High
RHOA	NaN	NaN	True	NaN	NaN	Low
RHOB	NaN	True	NaN	NaN	NaN	Low
RHOBTB1	NaN	True	NaN	NaN	NaN	Low
RHOG	NaN	True	NaN	NaN	NaN	Low
RHOH	NaN	True	NaN	NaN	NaN	Low
RIC3	NaN	True	NaN	NaN	NaN	Low
RIF1	NaN	True	NaN	NaN	NaN	Low
RIMKLA	NaN	True	NaN	NaN	NaN	Low
RIMS1	NaN	NaN	True	NaN	NaN	Low
RMND5A	NaN	True	NaN	NaN	NaN	Low
RN7SKP181	NaN	NaN	True	NaN	NaN	Low
RN7SKP182	NaN	NaN	True	NaN	NaN	Low
RN7SL336P	NaN	NaN	True	NaN	NaN	Low
RN7SL401P	NaN	NaN	True	NaN	NaN	Low
RN7SL480P	NaN	NaN	True	NaN	NaN	Low
RN7SL513P	NaN	NaN	True	NaN	NaN	Low
RN7SL685P	NaN	NaN	True	NaN	NaN	Low
RN7SL714P	NaN	NaN	True	NaN	NaN	Low
RN7SL831P	NaN	NaN	True	NaN	NaN	Low
RN7SL91P	NaN	NaN	True	NaN	NaN	Low
RNA5SP142	NaN	NaN	True	NaN	NaN	Low
RNA5SP199	NaN	NaN	True	NaN	NaN	Low
RNA5SP228	NaN	NaN	True	NaN	NaN	Low
RNA5SP286	NaN	NaN	True	NaN	NaN	Low
RNASE6	NaN	True	NaN	NaN	NaN	Low
RNASEL	NaN	NaN	True	NaN	NaN	Low
RNF10	NaN	NaN	True	NaN	NaN	Low
RNF123	NaN	True	True	NaN	NaN	Medium
RNF157	NaN	True	True	NaN	NaN	Medium
RNF166	NaN	True	NaN	NaN	NaN	Low
RNF19B	NaN	True	NaN	NaN	NaN	Low
RNF213	NaN	True	NaN	NaN	NaN	Low
RNF24	NaN	True	NaN	NaN	NaN	Low
RNFT2	NaN	True	NaN	NaN	NaN	Low
RNU1-131P	NaN	NaN	True	NaN	NaN	Low
RNU1-45P	NaN	NaN	True	NaN	NaN	Low
RNU2-17P	NaN	NaN	True	NaN	NaN	Low
RNU2-9P	NaN	NaN	True	NaN	NaN	Low
RNU4-43P	NaN	NaN	True	NaN	NaN	Low
RNU4-66P	NaN	NaN	True	NaN	NaN	Low
RNU5A-2P	NaN	NaN	True	NaN	NaN	Low
RNU6-1023P	NaN	NaN	True	NaN	NaN	Low
RNU6-1029P	NaN	NaN	True	NaN	NaN	Low
RNU6-1037P	NaN	NaN	True	NaN	NaN	Low
RNU6-152P	NaN	NaN	True	NaN	NaN	Low
RNU6-210P	NaN	NaN	True	NaN	NaN	Low
RNU6-234P	NaN	NaN	True	NaN	NaN	Low
RNU6-234P;TRAF3IP1	NaN	NaN	True	NaN	NaN	Low
RNU6-400P	NaN	NaN	True	NaN	NaN	Low
RNU6-450P	NaN	NaN	True	NaN	NaN	Low
RNU6-472P	NaN	NaN	True	NaN	NaN	Low
RNU6-523P	NaN	NaN	True	NaN	NaN	Low
RNU6-566P	NaN	NaN	True	NaN	NaN	Low
RNU6-706P	NaN	NaN	True	NaN	NaN	Low
RNU6-976P	NaN	NaN	True	NaN	NaN	Low
RNU6ATAC15P	NaN	NaN	True	NaN	NaN	Low
RNU6ATAC28P	NaN	NaN	True	NaN	NaN	Low
ROBO2	NaN	NaN	True	NaN	NaN	Low
ROBO3	NaN	True	NaN	NaN	NaN	Low
ROCK2	True	True	NaN	True	NaN	High
ROPN1	NaN	True	NaN	NaN	NaN	Low
RORA	True	True	NaN	True	True	High
RORB	True	NaN	NaN	True	NaN	Medium
RORC	True	NaN	NaN	True	NaN	Medium
RP13-360B22.2	NaN	True	NaN	NaN	NaN	Low
RP9	NaN	True	NaN	NaN	NaN	Low
RP9P	NaN	NaN	True	NaN	NaN	Low
RPA3	NaN	True	NaN	NaN	NaN	Low
RPE65	NaN	NaN	NaN	True	NaN	Low
RPL11P5	NaN	NaN	True	NaN	NaN	Low
RPL12P30	NaN	NaN	True	NaN	NaN	Low
RPL12P8	NaN	NaN	True	NaN	NaN	Low
RPL14	NaN	True	NaN	NaN	NaN	Low
RPL21	NaN	True	NaN	NaN	NaN	Low
RPL21P17	NaN	NaN	True	NaN	NaN	Low
RPL22	NaN	True	NaN	NaN	NaN	Low
RPL23AP56	NaN	NaN	True	NaN	NaN	Low
RPL24P7	NaN	NaN	True	NaN	NaN	Low
RPL26P31	NaN	NaN	True	NaN	NaN	Low
RPL3	NaN	True	NaN	NaN	NaN	Low
RPL30P3	NaN	NaN	True	NaN	NaN	Low
RPL35AP21	NaN	NaN	True	NaN	NaN	Low
RPL6P21	NaN	NaN	True	NaN	NaN	Low
RPL7AP61	NaN	NaN	True	NaN	NaN	Low
RPL7P10	NaN	NaN	True	NaN	NaN	Low
RPL7P13	NaN	NaN	True	NaN	NaN	Low
RPRD2	NaN	NaN	True	NaN	NaN	Low
RPS10P21	NaN	NaN	True	NaN	NaN	Low
RPS17P5	NaN	NaN	True	NaN	NaN	Low
RPS19P6	NaN	NaN	True	NaN	NaN	Low
RPS23	NaN	True	NaN	NaN	NaN	Low
RPS25	NaN	True	NaN	NaN	NaN	Low
RPS26P39	NaN	NaN	True	NaN	NaN	Low
RPS27A	True	NaN	NaN	NaN	NaN	Low
RPS29P8	NaN	NaN	True	NaN	NaN	Low
RPS5	NaN	True	NaN	NaN	NaN	Low
RPS6KA4	NaN	True	NaN	NaN	NaN	Low
RPS6KA6	NaN	NaN	True	NaN	NaN	Low
RPSAP29	NaN	NaN	True	NaN	NaN	Low
RPSAP59	NaN	NaN	True	NaN	NaN	Low
RRN3	NaN	True	NaN	NaN	NaN	Low
RRP15	NaN	True	NaN	NaN	NaN	Low
RRS1	NaN	True	NaN	NaN	NaN	Low
RSAD2	NaN	True	NaN	NaN	NaN	Low
RSL24D1P5	NaN	NaN	True	NaN	NaN	Low
RTKN2	NaN	True	NaN	NaN	NaN	Low
RTN1	NaN	NaN	True	NaN	NaN	Low
RTN2	NaN	True	NaN	NaN	NaN	Low
RTN3	NaN	True	NaN	NaN	NaN	Low
RTN4IP1	NaN	True	NaN	NaN	NaN	Low
RUFY2	NaN	True	NaN	NaN	NaN	Low
RUNX2	NaN	True	NaN	NaN	NaN	Low
RXRA	NaN	True	NaN	NaN	NaN	Low
S100A11	NaN	True	NaN	NaN	NaN	Low
S100PBP	NaN	True	NaN	NaN	NaN	Low
SALL2	NaN	True	NaN	NaN	NaN	Low
SAMD5	NaN	NaN	True	NaN	NaN	Low
SAMMSON	NaN	NaN	True	NaN	NaN	Low
SARNP	NaN	True	NaN	NaN	NaN	Low
SBDS	NaN	True	NaN	NaN	NaN	Low
SBNO1	NaN	True	NaN	NaN	NaN	Low
SCML1	NaN	True	NaN	NaN	NaN	Low
SCML4	NaN	True	NaN	NaN	NaN	Low
SCN1A	NaN	NaN	True	NaN	NaN	Low
SCN1A-AS1	NaN	NaN	True	NaN	NaN	Low
SCN8A	NaN	NaN	True	NaN	NaN	Low
SCRN2	NaN	True	NaN	NaN	NaN	Low
SDAD1	NaN	True	NaN	NaN	NaN	Low
SDCCAG8	NaN	True	NaN	NaN	NaN	Low
SDK2	NaN	True	NaN	NaN	NaN	Low
SEC11C	NaN	NaN	True	NaN	NaN	Low
SEC23IP	NaN	True	NaN	NaN	NaN	Low
SEC62	NaN	True	NaN	NaN	NaN	Low
SEC63	NaN	True	NaN	NaN	NaN	Low
SECTM1	NaN	True	NaN	NaN	NaN	Low
SEH1L	NaN	True	NaN	NaN	NaN	Low
SEM1	NaN	NaN	True	NaN	NaN	Low
SEMA3B	NaN	True	NaN	NaN	NaN	Low
SEMA3F-AS1	NaN	NaN	True	NaN	NaN	Low
SEMA4D	NaN	True	NaN	NaN	NaN	Low
SEMA6A	NaN	NaN	True	NaN	NaN	Low
SEMA6A-AS2	NaN	NaN	True	NaN	NaN	Low
SEMA6D	NaN	NaN	True	NaN	NaN	Low
SEPHS1	NaN	True	NaN	NaN	NaN	Low
SEPT4	NaN	True	NaN	NaN	NaN	Low
SEPT6	NaN	True	NaN	NaN	NaN	Low
SERPINE1	True	True	NaN	True	NaN	High
SERPING1	NaN	True	NaN	NaN	NaN	Low
SESN2	NaN	True	NaN	NaN	NaN	Low
SETX	True	NaN	NaN	True	NaN	Medium
SFMBT1	NaN	NaN	True	NaN	NaN	Low
SFPQ	True	NaN	NaN	True	NaN	Medium
SFTPC	True	NaN	NaN	NaN	NaN	Low
SFXN2	NaN	True	NaN	NaN	NaN	Low
SGCD	NaN	NaN	True	NaN	NaN	Low
SGCZ	NaN	NaN	True	NaN	NaN	Low
SGIP1	NaN	NaN	True	NaN	NaN	Low
SGPL1	NaN	True	NaN	NaN	NaN	Low
SH2B2	NaN	True	NaN	NaN	NaN	Low
SH2D1B	NaN	True	NaN	NaN	NaN	Low
SH3BP1	NaN	True	NaN	NaN	NaN	Low
SH3BP2	NaN	True	True	NaN	NaN	Medium
SH3PXD2A	NaN	True	NaN	NaN	NaN	Low
SH3RF1	NaN	NaN	True	NaN	NaN	Low
SH3TC2	NaN	True	NaN	NaN	NaN	Low
SH3YL1	NaN	True	NaN	NaN	NaN	Low
SHB	NaN	NaN	True	NaN	NaN	Low
SHCBP1L	NaN	NaN	True	NaN	NaN	Low
SHFM1	NaN	True	NaN	NaN	NaN	Low
SHISA5	NaN	True	NaN	NaN	NaN	Low
SHISA6	NaN	NaN	True	NaN	NaN	Low
SHKBP1	NaN	True	NaN	NaN	NaN	Low
SHMT1	NaN	True	NaN	NaN	NaN	Low
SHPRH	NaN	True	NaN	NaN	NaN	Low
SHROOM1	NaN	True	NaN	NaN	NaN	Low
SIAH2	NaN	NaN	NaN	True	NaN	Low
SIGLEC5	NaN	True	NaN	NaN	NaN	Low
SIGLEC9	NaN	True	NaN	NaN	NaN	Low
SIK1	True	NaN	NaN	True	NaN	Medium
SIK3	NaN	True	NaN	NaN	NaN	Low
SIN3A	True	NaN	NaN	True	NaN	Medium
SIN3B	NaN	True	NaN	NaN	NaN	Low
SIPA1L1	NaN	True	NaN	NaN	NaN	Low
SIRPB2	NaN	True	NaN	NaN	NaN	Low
SIRPD	NaN	True	NaN	NaN	NaN	Low
SIRT1	True	True	NaN	True	NaN	High
SIRT2	NaN	True	NaN	NaN	NaN	Low
SIRT3	NaN	True	NaN	NaN	NaN	Low
SIRT6	NaN	True	NaN	NaN	NaN	Low
SIX3	True	NaN	NaN	True	NaN	Medium
SKAP1	NaN	NaN	True	NaN	NaN	Low
SKOR2	NaN	NaN	True	NaN	NaN	Low
SKP1	True	NaN	NaN	NaN	NaN	Low
SLA	NaN	True	NaN	NaN	NaN	Low
SLC10A7	NaN	NaN	True	NaN	NaN	Low
SLC11A1	NaN	True	NaN	NaN	NaN	Low
SLC12A5	NaN	NaN	True	NaN	NaN	Low
SLC12A6	NaN	True	NaN	NaN	NaN	Low
SLC12A9	NaN	True	NaN	NaN	NaN	Low
SLC15A3	NaN	True	NaN	NaN	NaN	Low
SLC15A5	NaN	NaN	True	NaN	NaN	Low
SLC16A2	NaN	True	NaN	NaN	NaN	Low
SLC19A1	NaN	True	NaN	NaN	NaN	Low
SLC20A2	NaN	True	NaN	NaN	NaN	Low
SLC22A15	NaN	True	NaN	NaN	NaN	Low
SLC22A23	NaN	True	NaN	NaN	NaN	Low
SLC22A4	NaN	True	NaN	NaN	NaN	Low
SLC24A3	NaN	NaN	True	NaN	NaN	Low
SLC25A17	NaN	NaN	True	NaN	NaN	Low
SLC25A33	NaN	True	NaN	NaN	NaN	Low
SLC25A37	NaN	True	NaN	NaN	NaN	Low
SLC26A5	NaN	NaN	True	NaN	NaN	Low
SLC27A3	NaN	NaN	True	NaN	NaN	Low
SLC29A3	NaN	NaN	True	NaN	NaN	Low
SLC2A14	NaN	True	NaN	NaN	NaN	Low
SLC2A4	NaN	True	NaN	NaN	NaN	Low
SLC2A9	NaN	NaN	True	NaN	NaN	Low
SLC31A2	NaN	True	NaN	NaN	NaN	Low
SLC35E1	NaN	True	NaN	NaN	NaN	Low
SLC35F4	NaN	NaN	True	NaN	NaN	Low
SLC36A4	NaN	NaN	True	NaN	NaN	Low
SLC37A3	NaN	True	NaN	NaN	NaN	Low
SLC38A1	NaN	NaN	True	NaN	NaN	Low
SLC38A3	NaN	True	NaN	NaN	NaN	Low
SLC39A8	NaN	NaN	True	NaN	NaN	Low
SLC43A1	NaN	True	NaN	NaN	NaN	Low
SLC44A2	NaN	NaN	True	NaN	NaN	Low
SLC44A4	NaN	NaN	True	NaN	NaN	Low
SLC45A4	NaN	True	NaN	NaN	NaN	Low
SLC4A2	NaN	True	NaN	NaN	NaN	Low
SLC5A12	NaN	True	NaN	NaN	NaN	Low
SLC6A12	NaN	True	NaN	NaN	NaN	Low
SLC6A13	NaN	NaN	True	NaN	NaN	Low
SLC6A2	NaN	NaN	NaN	NaN	True	High
SLC6A3	NaN	NaN	True	NaN	NaN	Low
SLC6A4	True	NaN	NaN	True	True	High
SLC6A6	NaN	True	NaN	NaN	NaN	Low
SLC7A1	NaN	True	NaN	NaN	NaN	Low
SLC8A1	NaN	NaN	True	NaN	NaN	Low
SLC8A1-AS1	NaN	NaN	True	NaN	NaN	Low
SLC8A3	NaN	True	NaN	NaN	NaN	Low
SLC9A3	True	NaN	NaN	NaN	NaN	Low
SLC9A9	NaN	NaN	True	NaN	NaN	Low
SMAD5	NaN	NaN	True	NaN	NaN	Low
SMAP	NaN	True	NaN	NaN	NaN	Low
SMAP2	NaN	True	NaN	NaN	NaN	Low
SMARCB1	NaN	True	NaN	NaN	NaN	Low
SMARCE1	NaN	True	NaN	NaN	NaN	Low
SMC1B	NaN	NaN	True	NaN	NaN	Low
SMIM40	NaN	NaN	True	NaN	NaN	Low
SMYD1	NaN	NaN	True	NaN	NaN	Low
SNN	NaN	True	NaN	NaN	NaN	Low
SNORD3G	NaN	NaN	True	NaN	NaN	Low
SNRNP27	NaN	NaN	True	NaN	NaN	Low
SNRPF	NaN	True	NaN	NaN	NaN	Low
SNX10	NaN	True	NaN	NaN	NaN	Low
SNX29	NaN	True	NaN	NaN	NaN	Low
SOAT1	NaN	NaN	True	NaN	NaN	Low
SOCS3	NaN	True	NaN	NaN	NaN	Low
SOD2	NaN	True	NaN	NaN	NaN	Low
SON	NaN	True	NaN	NaN	NaN	Low
SOX14	True	NaN	NaN	True	NaN	Medium
SOX15	NaN	True	NaN	NaN	NaN	Low
SOX2-OT	NaN	NaN	True	NaN	NaN	Low
SOX5	NaN	NaN	True	NaN	NaN	Low
SOX6	NaN	NaN	True	NaN	NaN	Low
SP1	NaN	True	NaN	NaN	NaN	Low
SP2	NaN	True	NaN	NaN	NaN	Low
SPAG8	NaN	True	NaN	NaN	NaN	Low
SPAG9	NaN	True	NaN	NaN	NaN	Low
SPEG	NaN	True	NaN	NaN	NaN	Low
SPOCD1	NaN	True	NaN	NaN	NaN	Low
SPON1	NaN	True	NaN	NaN	NaN	Low
SPRYD4	NaN	True	NaN	NaN	NaN	Low
SPSB4	NaN	NaN	NaN	True	NaN	Low
SPTA1	NaN	NaN	True	NaN	NaN	Low
SPTSSB	NaN	NaN	True	NaN	NaN	Low
SPTY2D1	NaN	NaN	True	NaN	NaN	Low
SRD5A1	NaN	NaN	NaN	True	NaN	Low
SREBF1	True	True	NaN	True	NaN	High
SRGAP3	NaN	NaN	True	NaN	NaN	Low
SRPK2	NaN	True	NaN	NaN	NaN	Low
SRRD	NaN	NaN	NaN	True	NaN	Low
SRSF10	NaN	NaN	True	NaN	NaN	Low
SRSF1P1	NaN	NaN	True	NaN	NaN	Low
SRSF3P1	NaN	NaN	True	NaN	NaN	Low
SSB	NaN	True	NaN	NaN	NaN	Low
SSR3	NaN	NaN	True	NaN	NaN	Low
ST13P5	NaN	True	NaN	NaN	NaN	Low
ST18	NaN	NaN	True	NaN	NaN	Low
ST3GAL4	NaN	True	NaN	NaN	NaN	Low
ST6GAL1	NaN	True	NaN	NaN	NaN	Low
ST6GALNAC1	NaN	True	NaN	NaN	NaN	Low
ST6GALNAC2	NaN	True	NaN	NaN	NaN	Low
STAP2	NaN	True	NaN	NaN	NaN	Low
STAR	True	NaN	NaN	True	NaN	Medium
STARD10	NaN	True	NaN	NaN	NaN	Low
STAT3	NaN	True	NaN	NaN	NaN	Low
STEAP1B	NaN	NaN	True	NaN	NaN	Low
STMN3	NaN	True	NaN	NaN	NaN	Low
STON1	NaN	NaN	True	NaN	NaN	Low
STON1-GTF2A1L	NaN	NaN	True	NaN	NaN	Low
STON2	NaN	NaN	True	NaN	NaN	Low
STUM	NaN	NaN	True	NaN	NaN	Low
STX11	NaN	True	NaN	NaN	NaN	Low
STX3	NaN	True	NaN	NaN	NaN	Low
STXBP2	NaN	True	NaN	NaN	NaN	Low
STXBP5	NaN	True	NaN	NaN	NaN	Low
SULF1	NaN	NaN	True	NaN	NaN	Low
SULT1B1	NaN	True	NaN	NaN	NaN	Low
